No_Radicacion;Proceso;FechaCreacion;EsRepresa;Tramite;TipoLiquidacion;Instancia;TiemposPublicos;TipoDoc;CodigoDane;TipoDeSolicitante;Origen;Proceso_Entrada;Oficina;EsFortalecimiento;TipoRadicado;Grupotrabajo;Salarioprom;Target;salariosMin
2023_587678;1;44938;0;7;1;1;0;1;;1;1;1;47;1;;;;CANDIDATO AUTOMATICO;8
2023_4048652;2;45000;0;7;1;1;0;1;;1;1;1;35;1;1;;;CANDIDATO AUTOMATICO;8
2023_800409;2;44943;0;14;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;8
2022_18308265;1;44908;0;14;1;1;0;1;;6;1;1;43;1;;;;CANDIDATO AUTOMATICO;9
2023_517974;1;44937;0;7;1;1;0;1;;1;1;1;42;1;;;;CANDIDATO AUTOMATICO;9
2023_14796;2;44928;0;14;1;1;0;1;;1;1;1;11;1;1;;;CANDIDATO AUTOMATICO;9
2023_741570;1;44942;0;14;1;1;0;1;;1;1;1;6;1;;;;CANDIDATO AUTOMATICO;10
2023_1691528;2;44958;0;7;1;1;0;1;;1;1;1;12;1;1;;;CANDIDATO AUTOMATICO;10
2023_737853;1;44942;0;7;1;1;0;1;;1;1;1;5;1;;;;CANDIDATO AUTOMATICO;11
2022_18879472;2;44918;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;11
2023_1175125;2;44950;0;1;1;1;0;1;;11;1;1;28;1;1;;;CANDIDATO AUTOMATICO;11
2023_2777030;1;44978;0;1;1;1;0;1;;18;1;1;15;1;;;;CANDIDATO AUTOMATICO;12
2022_18493459;1;44911;0;1;1;1;0;1;;6;1;1;79;1;;;;CANDIDATO AUTOMATICO;13
2023_898982;1;44944;0;1;1;1;0;1;;11;1;1;20;1;;;;CANDIDATO AUTOMATICO;13
2022_18277194;2;44907;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;13
2022_18503030;2;44911;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;14
2023_24451;2;44928;0;1;1;1;0;1;;11;1;1;84;1;1;;;CANDIDATO AUTOMATICO;14
2023_3034481;1;44981;0;1;1;1;0;1;;11;1;1;28;1;;;;CANDIDATO AUTOMATICO;15
2023_4147087;2;45001;0;7;1;1;0;1;;1;1;1;22;1;1;;;CANDIDATO AUTOMATICO;15
2023_674670;1;44939;0;1;1;1;0;1;;11;1;1;21;1;;;;CANDIDATO AUTOMATICO;8
2023_1724670;2;44959;0;14;1;1;0;1;;1;1;1;45;1;1;;;CANDIDATO AUTOMATICO;8
2023_1008637;2;44946;0;14;1;1;0;1;;1;1;1;8;1;1;;;CANDIDATO AUTOMATICO;8
2023_4330196;1;45007;0;1;1;1;0;1;;18;1;1;22;1;;;;CANDIDATO AUTOMATICO;9
2022_17751893;1;44895;0;7;1;1;0;1;;1;1;1;8;1;;;;CANDIDATO AUTOMATICO;9
2023_1465154;2;44956;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;9
2023_1367383;1;44953;0;7;1;1;0;1;;1;1;1;6;1;;;;CANDIDATO AUTOMATICO;10
2023_537547;2;44937;0;14;1;1;0;1;;1;1;1;77;1;1;;;CANDIDATO AUTOMATICO;10
2023_1131433;1;44950;0;7;1;1;0;1;;1;1;1;20;1;;;;CANDIDATO AUTOMATICO;11
2023_1921145;2;44963;0;7;1;1;0;1;;1;1;1;36;1;1;;;CANDIDATO AUTOMATICO;11
2023_3647564;2;44993;0;14;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;11
2023_2553688;1;44974;0;14;1;1;0;1;;1;1;1;17;1;;;;CANDIDATO AUTOMATICO;12
2023_644542;1;44939;0;7;1;1;0;1;;1;1;1;11;1;;;;CANDIDATO AUTOMATICO;13
2023_534009;1;44937;0;14;1;1;0;1;;1;1;1;19;1;;;;CANDIDATO AUTOMATICO;13
2023_3332469;2;44986;0;7;1;1;0;1;;1;1;1;45;1;1;;;CANDIDATO AUTOMATICO;13
2023_3031175;2;44981;0;1;1;1;0;1;;18;1;1;20;1;1;;;CANDIDATO AUTOMATICO;14
2023_3396087;2;44987;0;7;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;14
2023_2777035;1;44978;0;1;1;1;0;1;;18;1;1;15;1;;;;CANDIDATO AUTOMATICO;15
2023_959306;2;44945;0;7;1;1;0;1;;1;1;1;80;1;1;;;CANDIDATO AUTOMATICO;15
2023_588625;1;44938;0;7;1;1;0;1;;1;1;1;10;1;;;;CANDIDATO AUTOMATICO;8
2023_639263;2;44939;0;14;1;1;0;1;;1;1;1;11;1;1;;;CANDIDATO AUTOMATICO;8
2023_2456423;2;44972;0;7;1;1;0;1;;1;1;1;26;1;1;;;CANDIDATO AUTOMATICO;8
2023_1815302;1;44960;0;7;1;1;0;1;;1;1;1;84;1;;;;CANDIDATO AUTOMATICO;9
2023_3640725;2;44993;0;14;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;9
2023_1136259;2;44950;0;14;1;1;0;1;;1;1;1;17;1;1;;;CANDIDATO AUTOMATICO;9
2023_870916;1;44944;0;7;1;1;0;1;;1;1;1;44;1;;;;CANDIDATO AUTOMATICO;10
2023_1314941;2;44952;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;10
2023_4468276;1;45008;0;1;1;1;0;1;;11;1;1;25;1;;;;CANDIDATO AUTOMATICO;11
2023_4108894;2;45001;0;7;1;1;0;1;;1;1;1;11;1;1;;;CANDIDATO AUTOMATICO;11
2023_3514349;2;44991;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;11
2023_2308778;1;44970;0;7;1;1;0;1;;1;1;1;25;1;;;;CANDIDATO AUTOMATICO;12
2023_952057;1;44945;0;14;1;1;0;1;;2;1;1;70;1;;;;CANDIDATO AUTOMATICO;13
2023_3640903;2;44993;0;7;1;1;0;1;;1;1;1;7;1;1;;;CANDIDATO AUTOMATICO;13
2022_15236581;2;44853;0;14;1;1;0;1;;1;1;1;57;1;1;;;CANDIDATO AUTOMATICO;13
2023_2283748;2;44970;0;7;1;1;0;1;;1;1;1;24;1;1;;;CANDIDATO AUTOMATICO;14
2023_2074890;2;44965;0;7;1;1;0;1;;1;1;1;39;1;1;;;CANDIDATO AUTOMATICO;14
2023_740052;1;44942;0;7;1;1;0;1;;1;1;1;7;1;;;;CANDIDATO AUTOMATICO;15
2023_2452201;2;44972;0;7;1;1;0;1;;1;1;1;35;1;1;;;CANDIDATO AUTOMATICO;15
2023_1962226;1;44964;0;1;1;1;0;1;;11;1;1;27;1;;;;CANDIDATO AUTOMATICO;8
2022_18865673;2;44918;0;7;1;1;0;1;;1;1;1;4;1;1;;;CANDIDATO AUTOMATICO;8
2023_3977025;2;44999;0;7;1;1;0;1;;1;1;1;80;1;1;;;CANDIDATO AUTOMATICO;8
2023_1288175;1;44952;0;7;1;1;0;1;;1;1;1;11;1;;;;CANDIDATO AUTOMATICO;9
2023_3639368;2;44993;0;7;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;9
2023_3180378;2;44985;0;7;1;1;0;1;;6;1;1;75;1;1;;;CANDIDATO AUTOMATICO;9
2023_2351717;1;44971;0;7;1;1;0;1;;1;1;1;17;1;;;;CANDIDATO AUTOMATICO;10
2023_3167855;2;44985;0;7;1;1;0;1;;1;1;1;26;1;1;;;CANDIDATO AUTOMATICO;10
2023_661384;1;44939;0;7;1;1;0;1;;1;1;1;83;1;;;;CANDIDATO AUTOMATICO;11
2022_18016540;2;44901;0;14;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;11
2023_741037;1;44942;0;7;1;1;0;1;;1;1;1;25;1;;;;CANDIDATO AUTOMATICO;12
2023_2001608;1;44964;0;1;1;1;0;1;;11;1;1;36;1;;;;CANDIDATO AUTOMATICO;12
2023_1008535;1;44946;0;7;1;1;0;1;;1;1;1;39;1;;;;CANDIDATO AUTOMATICO;13
2023_494703;2;44937;0;7;1;1;0;1;;1;1;1;20;1;1;;;CANDIDATO AUTOMATICO;13
2023_3536230;2;44991;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;13
2023_1923914;2;44963;0;7;1;1;0;1;;1;1;1;27;1;1;;;CANDIDATO AUTOMATICO;14
2023_2375526;2;44971;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;14
2023_2085525;1;44965;0;1;1;1;0;1;;11;1;1;25;1;;;;CANDIDATO AUTOMATICO;15
2023_2201873;2;44967;0;7;1;1;0;1;;18;1;1;23;1;1;;;CANDIDATO AUTOMATICO;15
2023_2005404;1;44964;0;7;1;1;0;1;;1;1;1;11;1;;;;CANDIDATO AUTOMATICO;8
2023_3124909;2;44984;0;7;1;1;0;1;;1;1;1;28;1;1;;;CANDIDATO AUTOMATICO;8
2023_1382205;2;44953;0;1;1;1;0;1;;11;1;1;12;1;1;;;CANDIDATO AUTOMATICO;8
2023_4448264;1;45008;0;1;1;1;0;1;;11;1;1;36;1;;;;CANDIDATO AUTOMATICO;9
2023_209890;2;44930;0;14;1;1;0;1;;1;1;1;4;1;1;;;CANDIDATO AUTOMATICO;9
2023_1752097;2;44959;0;7;1;1;0;1;;1;1;1;20;1;1;;;CANDIDATO AUTOMATICO;9
2022_18189889;2;44904;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;10
2022_16352782;2;44873;0;1;1;1;0;1;;11;1;1;14;1;1;;;CANDIDATO AUTOMATICO;10
2023_3736595;1;44994;0;1;1;1;0;1;;18;1;1;64;1;;;;CANDIDATO AUTOMATICO;11
2023_1757776;2;44959;0;7;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;11
2023_1907009;1;44963;0;1;1;1;0;1;;11;1;1;24;1;;;;CANDIDATO AUTOMATICO;12
2023_2287163;2;44970;0;7;1;1;0;1;;1;1;1;15;1;1;;;CANDIDATO AUTOMATICO;12
2023_2035828;1;44965;0;7;1;1;0;1;;1;1;1;55;1;;;;CANDIDATO AUTOMATICO;13
2022_17528896;2;44893;0;1;1;1;0;1;;6;1;1;8;1;1;;;CANDIDATO AUTOMATICO;13
2023_3998543;2;44999;0;7;1;1;0;1;;1;1;1;19;1;1;;;CANDIDATO AUTOMATICO;13
2023_4074587;2;45000;0;7;1;1;0;1;;1;1;1;45;1;1;;;CANDIDATO AUTOMATICO;14
2023_2374024;2;44971;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;14
2023_523831;2;44937;0;14;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;15
2023_1373694;2;44953;0;1;1;1;0;1;;11;1;1;19;1;1;;;CANDIDATO AUTOMATICO;15
2023_1978423;1;44964;0;1;1;1;0;1;;18;1;1;22;1;;;;CANDIDATO AUTOMATICO;8
2022_18394802;2;44909;0;1;1;1;0;1;;11;1;1;22;1;1;;;CANDIDATO AUTOMATICO;8
2023_3099442;2;44984;0;7;1;1;0;1;;1;1;1;14;1;1;;;CANDIDATO AUTOMATICO;8
2023_585913;1;44938;0;7;1;1;0;1;;1;1;1;5;1;;;;CANDIDATO AUTOMATICO;9
2022_18861102;2;44918;0;14;1;1;0;1;;1;1;1;4;1;1;;;CANDIDATO AUTOMATICO;9
2023_1187813;2;44951;0;1;1;1;0;1;;6;1;1;12;1;1;;;CANDIDATO AUTOMATICO;9
2023_2565193;2;44974;0;7;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;10
2023_1016242;2;44946;0;14;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;10
2023_1150776;1;44950;0;7;1;1;0;1;;1;1;1;12;1;;;;CANDIDATO AUTOMATICO;11
2022_17420568;2;44890;0;1;1;1;0;1;;18;1;1;71;1;1;;;CANDIDATO AUTOMATICO;11
2022_18905748;1;44918;0;1;1;1;0;1;;11;1;1;70;1;;;;CANDIDATO AUTOMATICO;12
2023_2811406;2;44978;0;7;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;12
2023_1070705;1;44949;0;1;1;1;0;1;;11;1;1;22;1;;;;CANDIDATO AUTOMATICO;13
2022_16202506;2;44868;0;1;1;1;0;1;;11;1;1;70;1;1;;;CANDIDATO AUTOMATICO;13
2023_2888017;2;44979;0;7;1;1;0;1;;18;1;1;83;1;1;;;CANDIDATO AUTOMATICO;13
2023_1295074;2;44952;0;7;1;1;0;1;;18;1;1;5;1;1;;;CANDIDATO AUTOMATICO;14
2023_449546;2;44936;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;14
2023_4105701;2;45001;0;7;1;1;0;1;;1;1;1;24;1;1;;;CANDIDATO AUTOMATICO;15
2022_18528380;1;44911;0;1;1;1;0;1;;11;1;1;70;1;;;;CANDIDATO AUTOMATICO;8
2023_827668;2;44943;0;14;1;1;0;1;;1;1;1;39;1;1;;;CANDIDATO AUTOMATICO;8
2023_3103001;2;44984;0;7;1;1;0;1;;1;1;1;14;1;1;;;CANDIDATO AUTOMATICO;8
2022_18530847;1;44911;0;7;1;1;0;1;;6;1;1;63;1;;;;CANDIDATO AUTOMATICO;9
2023_2446047;2;44972;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;9
2023_2132265;2;44966;0;14;1;1;0;1;;1;1;1;25;1;1;;;CANDIDATO AUTOMATICO;9
2023_2331168;2;44970;0;7;1;1;0;1;;6;1;1;6;1;1;;;CANDIDATO AUTOMATICO;10
2023_3542943;2;44991;0;7;1;1;0;1;;1;1;1;5;1;1;;;CANDIDATO AUTOMATICO;10
2023_3875863;1;44998;0;1;1;1;0;1;;18;1;1;15;1;;;;CANDIDATO AUTOMATICO;11
2022_16998091;2;44883;0;7;1;1;0;1;;18;1;1;12;1;1;;;CANDIDATO AUTOMATICO;11
2023_2456032;1;44972;0;7;1;1;0;1;;1;1;1;14;1;;;;CANDIDATO AUTOMATICO;12
2023_2922830;2;44980;0;14;1;1;0;1;;6;1;1;13;1;1;;;CANDIDATO AUTOMATICO;12
2023_2006141;1;44964;0;1;1;1;0;1;;11;1;1;64;1;;;;CANDIDATO AUTOMATICO;13
2022_18176734;2;44904;0;1;1;1;0;1;;6;1;1;38;1;1;;;CANDIDATO AUTOMATICO;13
2023_1912090;2;44963;0;7;1;1;0;1;;1;1;1;11;1;1;;;CANDIDATO AUTOMATICO;13
2022_16222545;2;44868;0;7;1;1;0;1;;18;1;1;40;1;1;;;CANDIDATO AUTOMATICO;14
2023_727541;1;44942;0;7;1;1;0;1;;1;1;1;26;1;;;;CANDIDATO AUTOMATICO;15
2023_1103543;2;44950;0;7;1;1;0;1;;1;1;1;8;1;1;;;CANDIDATO AUTOMATICO;15
2023_1487017;1;44956;0;1;1;1;0;1;;11;1;1;75;1;;;;CANDIDATO AUTOMATICO;8
2023_1162214;2;44950;0;14;1;1;0;1;;18;1;1;20;1;1;;;CANDIDATO AUTOMATICO;8
2023_3650811;2;44993;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;8
2023_270757;1;44931;0;7;1;1;0;1;;1;1;1;13;1;;;;CANDIDATO AUTOMATICO;9
2023_2389827;2;44971;0;7;1;1;0;1;;1;1;1;37;1;1;;;CANDIDATO AUTOMATICO;9
2023_1375654;1;44953;0;7;1;1;0;1;;1;1;1;41;1;;;;CANDIDATO AUTOMATICO;10
2022_18308548;2;44908;0;1;1;1;0;1;;11;1;1;75;1;1;;;CANDIDATO AUTOMATICO;10
2023_2325779;2;44970;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;10
2023_1441907;1;44956;0;7;1;1;0;1;;6;1;1;23;1;;;;CANDIDATO AUTOMATICO;11
2022_16743810;2;44880;0;14;1;1;0;1;;1;1;1;46;1;1;;;CANDIDATO AUTOMATICO;11
2023_539434;1;44937;0;1;1;1;0;1;;11;1;1;18;1;;;;CANDIDATO AUTOMATICO;12
2023_2854125;2;44979;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;12
2023_3912401;1;44998;0;1;1;1;0;2;;11;1;1;16;1;;;;CANDIDATO AUTOMATICO;13
2023_2560802;2;44974;0;14;1;1;0;1;;1;1;1;26;1;1;;;CANDIDATO AUTOMATICO;13
2023_928742;2;44945;0;7;1;1;0;1;;1;1;1;44;1;1;;;CANDIDATO AUTOMATICO;14
2022_17414498;2;44890;0;1;1;1;0;1;;18;1;1;71;1;1;;;CANDIDATO AUTOMATICO;14
2023_116308;1;44929;0;1;1;1;0;1;;11;1;1;70;1;;;;CANDIDATO AUTOMATICO;15
2022_17273319;2;44888;0;7;1;1;0;1;;18;1;1;14;1;1;;;CANDIDATO AUTOMATICO;15
2023_4052615;2;45000;0;7;1;1;0;1;;1;1;1;13;1;1;;;CANDIDATO AUTOMATICO;18
2023_652758;2;44939;0;7;1;1;0;1;;1;1;1;37;1;1;;;CANDIDATO AUTOMATICO;18
2023_2282287;2;44970;0;14;1;1;0;1;;1;1;1;13;1;1;;;CANDIDATO AUTOMATICO;18
2023_483855;1;44937;0;7;1;1;0;1;;1;1;1;78;1;;;;CANDIDATO AUTOMATICO;19
2023_2889644;2;44979;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;19
2023_248422;1;44931;0;1;1;1;0;1;;18;1;1;25;1;;;;CANDIDATO AUTOMATICO;20
2023_3737164;2;44994;0;7;1;1;0;1;;1;1;1;12;1;1;;;CANDIDATO AUTOMATICO;20
2023_501987;1;44937;0;7;1;1;0;1;;1;1;1;8;1;;;;CANDIDATO AUTOMATICO;21
2023_699159;2;44942;0;7;1;1;0;1;;1;1;1;47;1;1;;;CANDIDATO AUTOMATICO;21
2023_1251302;2;44951;0;7;1;1;0;1;;1;1;1;35;1;1;;;CANDIDATO AUTOMATICO;21
2023_2920857;1;44980;0;1;1;1;0;1;;18;1;1;5;1;;;;CANDIDATO AUTOMATICO;22
2023_3181996;2;44985;0;7;1;1;0;1;;1;1;1;22;1;1;;;CANDIDATO AUTOMATICO;22
2023_1992439;1;44964;0;7;1;1;0;1;;1;1;1;15;1;;;;CANDIDATO AUTOMATICO;23
2023_2717232;2;44977;0;7;1;1;0;1;;1;1;1;24;1;1;;;CANDIDATO AUTOMATICO;23
2023_978103;2;44945;0;14;1;1;0;1;;6;1;1;6;1;1;;;CANDIDATO AUTOMATICO;24
2023_3310130;2;44986;0;7;1;1;0;1;;1;1;1;39;1;1;;;CANDIDATO AUTOMATICO;24
2023_1794651;1;44960;0;7;1;1;0;1;;6;1;1;6;1;;;;CANDIDATO AUTOMATICO;25
2022_17421048;2;44890;0;14;1;1;0;1;;33;1;1;84;1;1;;;CANDIDATO AUTOMATICO;25
2023_4053491;2;45000;0;7;1;1;0;1;;1;1;1;19;1;1;;;CANDIDATO AUTOMATICO;18
2023_3549512;2;44991;0;7;1;1;0;1;;1;1;1;23;1;1;;;CANDIDATO AUTOMATICO;18
2023_502633;1;44937;0;7;1;1;0;1;;1;1;1;26;1;;;;CANDIDATO AUTOMATICO;19
2023_637551;1;44939;0;7;1;1;0;1;;1;1;1;17;1;;;;CANDIDATO AUTOMATICO;19
2022_18264354;2;44907;0;14;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;19
2023_3014100;1;44981;0;1;1;1;0;1;;11;1;1;36;1;;;;CANDIDATO AUTOMATICO;20
2023_3585898;2;44992;0;7;1;1;0;1;;1;1;1;18;1;1;;;CANDIDATO AUTOMATICO;20
2022_16869517;1;44882;0;14;1;1;0;1;;1;1;1;70;1;;;;CANDIDATO AUTOMATICO;21
2023_1147959;2;44950;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;21
2023_2373419;2;44971;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;21
2023_3406375;1;44987;0;7;1;1;0;1;;1;1;1;26;1;;;;CANDIDATO AUTOMATICO;22
2023_3658759;2;44993;0;7;1;1;0;1;;1;1;1;22;1;1;;;CANDIDATO AUTOMATICO;22
2022_17806215;1;44896;0;7;1;1;0;1;;1;1;1;6;1;;;;CANDIDATO AUTOMATICO;23
2023_1453497;2;44956;0;7;1;1;0;1;;1;1;1;35;1;1;;;CANDIDATO AUTOMATICO;23
2022_18879591;2;44918;0;1;1;1;0;1;;11;1;1;43;1;1;;;CANDIDATO AUTOMATICO;24
2022_16599070;2;44876;0;1;1;1;0;1;;6;1;1;12;1;1;;;CANDIDATO AUTOMATICO;24
2023_1229531;1;44951;0;1;1;1;0;1;;18;1;1;81;1;;;;CANDIDATO AUTOMATICO;25
2023_3530968;2;44991;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;25
2023_1078381;2;44949;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;1
2022_18894635;2;44918;0;1;1;1;0;1;;11;1;1;14;1;1;;;CANDIDATO AUTOMATICO;1
2023_3023156;1;44981;0;14;1;1;0;1;;1;1;1;13;1;;;;CANDIDATO AUTOMATICO;2
2023_633293;2;44939;0;7;1;1;0;1;;1;1;1;12;1;1;;;CANDIDATO AUTOMATICO;2
2023_665849;2;44939;0;14;1;1;0;1;;1;1;1;34;1;1;;;CANDIDATO AUTOMATICO;2
2023_1821305;2;44960;0;7;1;1;0;1;;1;1;1;26;1;1;;;CANDIDATO AUTOMATICO;3
2023_3729610;1;44994;0;1;1;1;0;1;;11;1;1;12;1;;;;CANDIDATO AUTOMATICO;4
2023_4381922;2;45007;0;7;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;4
2023_2695795;2;44977;0;7;1;1;0;1;;1;1;1;12;1;1;;;CANDIDATO AUTOMATICO;4
2023_4521559;1;45009;0;14;1;1;0;1;;6;1;1;9;1;;;;CANDIDATO AUTOMATICO;5
2023_2080906;2;44965;0;7;1;1;0;1;;1;1;1;44;1;1;;;CANDIDATO AUTOMATICO;5
2023_1014112;2;44946;0;1;1;1;0;1;;11;1;1;64;1;1;;;CANDIDATO AUTOMATICO;5
2023_1670434;1;44958;0;1;1;1;0;1;;11;1;1;35;1;;;;CANDIDATO AUTOMATICO;6
2022_17418100;2;44890;0;1;1;1;0;1;;18;1;1;71;1;1;;;CANDIDATO AUTOMATICO;6
2023_1446124;1;44956;0;1;1;1;0;1;;11;1;1;25;1;;;;CANDIDATO AUTOMATICO;7
2023_1690575;2;44958;0;14;1;1;0;1;;1;1;1;12;1;1;;;CANDIDATO AUTOMATICO;7
2023_2000259;1;44964;0;7;1;1;0;1;;18;1;1;83;1;;;;CANDIDATO AUTOMATICO;8
2023_937961;2;44945;0;7;1;1;0;1;;1;1;1;4;1;1;;;CANDIDATO AUTOMATICO;8
2022_18106930;1;44902;0;1;1;1;0;1;;11;1;1;81;1;;;;CANDIDATO AUTOMATICO;9
2023_2077876;2;44965;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;9
2023_2318562;2;44970;0;7;1;1;0;1;;1;1;1;32;1;1;;;CANDIDATO AUTOMATICO;10
2023_1086817;2;44949;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;10
2023_1584071;1;44957;0;1;1;1;0;1;;11;1;1;40;1;;;;CANDIDATO AUTOMATICO;11
2023_3330632;2;44986;0;7;1;1;0;1;;1;1;1;13;1;1;;;CANDIDATO AUTOMATICO;11
2022_17614025;1;44894;0;1;1;1;0;1;;6;1;1;5;1;;;;CANDIDATO AUTOMATICO;12
2023_100809;2;44929;0;14;1;1;0;1;;1;1;1;36;1;1;;;CANDIDATO AUTOMATICO;12
2023_3729029;2;44994;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;12
2023_4288726;2;45006;0;7;1;1;0;1;;1;1;1;19;1;1;;;CANDIDATO AUTOMATICO;13
2023_1116670;2;44950;0;7;1;1;0;1;;1;1;1;9;1;1;;;CANDIDATO AUTOMATICO;13
2023_3602569;2;44992;0;7;1;1;0;1;;1;1;1;45;1;1;;;CANDIDATO AUTOMATICO;14
2023_2930327;2;44980;0;7;1;1;0;1;;1;1;1;19;1;1;;;CANDIDATO AUTOMATICO;14
2023_2960143;1;44980;0;1;1;1;0;1;;18;1;1;71;1;;;;CANDIDATO AUTOMATICO;15
2023_3321394;2;44986;0;7;1;1;0;1;;18;1;1;39;1;1;;;CANDIDATO AUTOMATICO;15
2023_2144524;1;44966;0;1;1;1;0;1;;6;1;1;26;1;;;;CANDIDATO AUTOMATICO;16
2023_2702439;2;44977;0;7;1;1;0;1;;6;1;1;23;1;1;;;CANDIDATO AUTOMATICO;16
2023_1300980;2;44952;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;16
2023_363478;1;44932;0;7;1;1;0;1;;1;1;1;10;1;;;;CANDIDATO AUTOMATICO;17
2023_2430395;2;44972;0;14;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;17
2023_1745438;2;44959;0;7;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;1
2023_440116;2;44936;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;1
2022_17544261;1;44893;0;14;1;1;0;1;;2;1;1;70;1;;;;CANDIDATO AUTOMATICO;2
2023_636825;2;44939;0;14;1;1;0;1;;1;1;1;7;1;1;;;CANDIDATO AUTOMATICO;2
2022_17107048;2;44886;0;1;1;1;0;1;;11;1;1;23;1;1;;;CANDIDATO AUTOMATICO;2
2023_1684433;1;44958;0;7;1;1;0;1;;1;1;1;80;1;;;;CANDIDATO AUTOMATICO;3
2023_1695604;2;44958;0;7;1;1;0;1;;1;1;1;18;1;1;;;CANDIDATO AUTOMATICO;3
2023_1245491;1;44951;0;14;1;1;0;1;;1;1;1;13;1;;;;CANDIDATO AUTOMATICO;4
2023_2507590;2;44973;0;7;1;1;0;1;;1;1;1;47;1;1;;;CANDIDATO AUTOMATICO;4
2023_2571705;2;44974;0;7;1;1;0;1;;1;1;1;23;1;1;;;CANDIDATO AUTOMATICO;4
2023_2733372;1;44977;0;1;1;1;0;1;;11;1;1;12;1;;;;CANDIDATO AUTOMATICO;5
2023_948085;2;44945;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;5
2023_1191342;2;44951;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;5
2023_3600702;2;44992;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;6
2023_2288390;2;44970;0;14;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;6
2023_745690;1;44942;0;1;1;1;0;1;;11;1;1;70;1;;;;CANDIDATO AUTOMATICO;7
2023_1222168;2;44951;0;14;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;7
2023_3307855;1;44986;0;1;1;1;0;1;;6;1;1;23;1;;;;CANDIDATO AUTOMATICO;8
2023_727791;2;44942;0;7;1;1;0;1;;1;1;1;18;1;1;;;CANDIDATO AUTOMATICO;8
2023_2771778;1;44978;0;1;1;1;0;1;;18;1;1;15;1;;;;CANDIDATO AUTOMATICO;9
2022_18380184;2;44909;0;1;1;1;0;1;;11;1;1;9;1;1;;;CANDIDATO AUTOMATICO;9
2023_3535673;1;44991;0;1;1;1;0;1;;11;1;1;64;1;;;;CANDIDATO AUTOMATICO;10
